CATALOG_ID,DYNAMIC_TYPE,SHORTEST_DIST_M,APPROACHING
163,cpa_in,154.0,True
164,cpa_out,125.0,True
165,cpa_out,157.0,False
166,cpa_out,223.0,False
167,cpa_out,207.0,True
168,fixed_distance,190.0,True
169,cpa_in,103.0,False
170,cpa_out,205.0,True
171,cpa_in,163.0,False
172,cpa_in,180.0,False
173,fixed_distance,238.0,False
174,cpa_out,122.0,False
175,cpa_in,208.0,True
176,fixed_distance,242.0,False
177,fixed_distance,107.0,True
178,fixed_distance,61.0,False
179,fixed_distance,206.0,True
180,cpa_out,211.0,True
181,cpa_in,228.0,True
182,fixed_distance,112.0,False
183,fixed_distance,51.0,False
184,fixed_distance,106.0,False
185,cpa_out,228.0,True
186,fixed_distance,192.0,False
187,cpa_in,81.0,True
188,cpa_out,168.0,False
189,cpa_out,193.0,True
190,cpa_in,243.0,False
191,cpa_out,234.0,True
192,cpa_in,190.0,False
193,cpa_in,240.0,True
194,fixed_distance,242.0,False
195,cpa_out,120.0,True
196,cpa_in,111.0,True
197,cpa_in,232.0,True
198,cpa_in,135.0,False
199,fixed_distance,70.0,True
200,cpa_out,148.0,True
201,fixed_distance,104.0,True
202,cpa_out,134.0,True
203,fixed_distance,65.0,False
204,cpa_out,149.0,False
205,cpa_out,55.0,True
206,cpa_in,51.0,True
207,cpa_in,149.0,False
208,cpa_out,238.0,False
209,cpa_in,106.0,True
210,cpa_in,161.0,True
211,cpa_out,136.0,False
212,cpa_out,153.0,True
213,fixed_distance,169.0,False
214,fixed_distance,186.0,False
215,cpa_out,201.0,False
216,cpa_out,71.0,True
217,fixed_distance,168.0,True
218,cpa_in,147.0,True
219,cpa_in,133.0,False
220,cpa_in,147.0,False
221,cpa_in,157.0,False
222,fixed_distance,170.0,False
223,cpa_in,63.0,True
224,cpa_out,67.0,True
225,fixed_distance,57.0,True
226,cpa_out,55.0,True
227,cpa_in,82.0,False
228,fixed_distance,194.0,True
229,cpa_in,115.0,True
230,cpa_out,205.0,False
231,fixed_distance,249.0,False
232,cpa_out,77.0,True
233,cpa_out,129.0,False
234,cpa_in,146.0,False
235,fixed_distance,100.0,False
236,fixed_distance,210.0,True
237,cpa_in,247.0,False
238,fixed_distance,203.0,False
239,fixed_distance,194.0,True
240,cpa_out,159.0,True
241,cpa_out,179.0,True
242,cpa_in,157.0,True
243,cpa_out,142.0,False
244,cpa_out,167.0,True
245,cpa_out,95.0,False
246,cpa_in,216.0,False
247,cpa_in,187.0,True
248,cpa_out,237.0,True
249,fixed_distance,112.0,True
250,fixed_distance,165.0,False
251,cpa_out,195.0,False
252,fixed_distance,136.0,True
253,fixed_distance,133.0,True
254,cpa_in,140.0,True
255,cpa_out,202.0,False
256,fixed_distance,192.0,False
257,fixed_distance,98.0,True
258,cpa_in,154.0,False
259,cpa_out,111.0,True
260,cpa_in,232.0,True
261,fixed_distance,54.0,True
262,cpa_out,153.0,True
263,cpa_out,219.0,True
264,cpa_out,191.0,True
265,cpa_out,240.0,True
266,cpa_in,229.0,True
267,fixed_distance,114.0,True
268,cpa_in,99.0,True
269,cpa_out,187.0,True
270,cpa_out,105.0,True
271,cpa_out,235.0,False
272,cpa_out,184.0,True
273,fixed_distance,75.0,True
274,fixed_distance,142.0,True
275,cpa_out,231.0,True
276,fixed_distance,61.0,False
277,fixed_distance,228.0,False
278,cpa_in,242.0,True
279,cpa_out,53.0,True
280,cpa_in,172.0,True
281,cpa_in,63.0,False
282,fixed_distance,172.0,False
283,cpa_in,152.0,True
284,cpa_out,211.0,True
285,cpa_out,88.0,False
286,fixed_distance,71.0,True
287,cpa_in,245.0,False
288,fixed_distance,208.0,False
289,cpa_in,147.0,False
290,cpa_out,126.0,False
291,cpa_out,128.0,False
292,cpa_out,206.0,True
293,fixed_distance,245.0,False
294,cpa_out,117.0,True
295,fixed_distance,111.0,False
296,fixed_distance,90.0,True
297,cpa_out,226.0,True
298,fixed_distance,58.0,True
299,cpa_out,122.0,False
300,cpa_out,68.0,True
301,cpa_out,117.0,False
302,cpa_in,100.0,True
303,cpa_out,107.0,True
304,fixed_distance,118.0,True
305,cpa_in,92.0,False
306,cpa_in,195.0,True
307,cpa_out,169.0,True
308,cpa_in,153.0,False
309,cpa_in,176.0,True
310,cpa_in,60.0,False
311,cpa_in,204.0,True
312,cpa_out,108.0,False
313,cpa_out,197.0,False
314,cpa_out,245.0,False
315,fixed_distance,197.0,False
316,cpa_in,94.0,False
317,cpa_in,163.0,True
318,cpa_in,199.0,False
319,fixed_distance,175.0,True
320,cpa_in,154.0,True
321,fixed_distance,76.0,True
322,cpa_in,227.0,True
323,cpa_out,152.0,True
324,cpa_in,72.0,True
325,cpa_in,79.0,False
326,cpa_out,50.0,False
327,cpa_in,168.0,True
328,cpa_in,182.0,False
329,cpa_out,177.0,True
330,fixed_distance,63.0,True
331,cpa_in,83.0,True
332,cpa_in,228.0,True
333,cpa_out,211.0,False
334,fixed_distance,231.0,True
335,cpa_out,53.0,True
336,fixed_distance,107.0,True
337,cpa_out,80.0,False
338,cpa_out,177.0,True
339,cpa_in,230.0,True
340,cpa_in,173.0,True
341,fixed_distance,191.0,True
342,cpa_out,203.0,False
343,fixed_distance,84.0,True
344,cpa_in,156.0,False
345,cpa_in,179.0,False
346,cpa_out,122.0,True
347,cpa_out,200.0,False
348,fixed_distance,175.0,True
349,cpa_in,173.0,True
350,cpa_out,245.0,True
351,fixed_distance,132.0,False
352,cpa_out,111.0,True
353,cpa_in,248.0,True
354,cpa_in,240.0,False
355,cpa_in,147.0,False
356,fixed_distance,216.0,True
357,fixed_distance,59.0,False
358,cpa_in,201.0,False
359,fixed_distance,162.0,False
360,fixed_distance,166.0,False
361,cpa_out,154.0,False
362,cpa_in,69.0,False
363,cpa_in,117.0,False
364,cpa_out,151.0,True
365,cpa_out,134.0,False
366,cpa_in,147.0,False
367,cpa_in,244.0,False
368,cpa_out,59.0,True
369,cpa_out,211.0,False
370,cpa_out,108.0,True
371,cpa_out,75.0,False
372,cpa_in,75.0,True
373,fixed_distance,126.0,True
374,cpa_in,64.0,True
375,fixed_distance,160.0,True
376,cpa_out,155.0,False
377,fixed_distance,96.0,True
378,cpa_in,206.0,False
379,cpa_in,111.0,False
380,fixed_distance,86.0,True
381,cpa_in,115.0,True
382,cpa_in,52.0,False
383,cpa_out,223.0,True
384,cpa_in,163.0,False
385,cpa_out,126.0,False
386,cpa_in,226.0,True
387,fixed_distance,127.0,False
388,fixed_distance,173.0,True
389,cpa_in,196.0,False
390,cpa_in,229.0,True
391,cpa_in,218.0,True
392,cpa_out,194.0,False
393,cpa_out,62.0,False
394,fixed_distance,123.0,False
395,fixed_distance,140.0,False
396,cpa_in,208.0,False
397,cpa_out,234.0,False
398,cpa_out,85.0,True
399,cpa_out,210.0,True
400,fixed_distance,162.0,False
401,fixed_distance,237.0,True
402,cpa_in,125.0,False
403,fixed_distance,94.0,True
404,cpa_in,188.0,False
405,fixed_distance,119.0,True
406,cpa_in,173.0,False
407,fixed_distance,136.0,True
408,fixed_distance,69.0,False
409,cpa_out,107.0,False
410,cpa_out,151.0,True
411,fixed_distance,151.0,True
412,cpa_in,81.0,True
413,cpa_out,241.0,True
414,cpa_out,147.0,False
415,cpa_out,77.0,True
416,cpa_out,56.0,False
417,cpa_in,193.0,False
418,cpa_out,106.0,True
419,cpa_out,168.0,True
420,fixed_distance,154.0,True
421,cpa_in,59.0,False
422,fixed_distance,79.0,True
423,fixed_distance,187.0,True
424,cpa_out,144.0,False
425,cpa_out,228.0,True
426,cpa_out,240.0,True
427,cpa_out,156.0,True
428,cpa_out,175.0,True
429,fixed_distance,121.0,False
430,cpa_in,105.0,True
431,cpa_in,110.0,True
432,cpa_in,225.0,False
433,cpa_in,215.0,True
434,fixed_distance,120.0,False
435,fixed_distance,166.0,False
436,cpa_out,214.0,False
437,fixed_distance,55.0,False
438,fixed_distance,112.0,False
439,fixed_distance,102.0,False
440,fixed_distance,191.0,False
441,cpa_in,109.0,False
442,fixed_distance,202.0,True
443,fixed_distance,87.0,False
444,fixed_distance,94.0,False
445,fixed_distance,56.0,True
446,cpa_out,110.0,True
447,cpa_in,94.0,True
448,cpa_in,239.0,False
449,fixed_distance,240.0,True
450,cpa_in,249.0,False
451,cpa_in,77.0,False
452,fixed_distance,207.0,False
453,cpa_out,218.0,True
454,fixed_distance,214.0,True
455,cpa_in,172.0,True
456,cpa_in,77.0,False
457,fixed_distance,163.0,False
458,cpa_out,132.0,True
459,cpa_in,82.0,False
460,cpa_out,199.0,False
461,cpa_out,147.0,False
462,cpa_out,166.0,False
463,cpa_out,75.0,True
464,cpa_out,217.0,False
465,cpa_out,191.0,False
466,cpa_in,160.0,False
467,cpa_in,155.0,False
468,cpa_in,152.0,False
469,cpa_in,130.0,True
470,cpa_in,115.0,False
471,cpa_in,225.0,True
472,fixed_distance,71.0,True
473,cpa_out,240.0,True
474,cpa_out,83.0,True
475,cpa_out,193.0,True
476,cpa_in,81.0,True
477,cpa_in,220.0,False
478,fixed_distance,234.0,False
479,cpa_in,203.0,True
480,cpa_out,197.0,True
481,cpa_in,218.0,True
482,cpa_in,77.0,False
483,fixed_distance,144.0,False
484,fixed_distance,196.0,False
485,cpa_out,193.0,False
486,cpa_out,214.0,True
487,cpa_out,218.0,True
488,cpa_in,96.0,False
489,cpa_in,129.0,True
490,fixed_distance,96.0,False
491,fixed_distance,152.0,True
492,fixed_distance,212.0,True
493,fixed_distance,185.0,True
494,cpa_in,166.0,True
495,cpa_out,129.0,True
496,cpa_out,195.0,True
497,fixed_distance,63.0,True
498,fixed_distance,208.0,False
499,cpa_in,119.0,False
500,cpa_out,174.0,True
501,fixed_distance,119.0,False
502,cpa_in,79.0,True
503,cpa_out,122.0,False
504,cpa_out,174.0,False
505,fixed_distance,61.0,True
506,fixed_distance,203.0,True
507,fixed_distance,127.0,False
508,cpa_in,245.0,True
509,fixed_distance,80.0,True
510,fixed_distance,160.0,True
511,cpa_out,186.0,True
512,cpa_out,193.0,False
513,cpa_in,68.0,False
514,cpa_in,60.0,True
515,cpa_in,69.0,False
516,cpa_in,196.0,False
517,cpa_in,156.0,True
518,cpa_in,55.0,True
519,cpa_in,208.0,False
520,fixed_distance,142.0,True
521,fixed_distance,77.0,True
522,cpa_out,152.0,True
523,cpa_out,129.0,True
524,fixed_distance,135.0,True
525,fixed_distance,212.0,False
526,cpa_in,99.0,True
527,fixed_distance,215.0,True
528,cpa_in,87.0,True
529,fixed_distance,204.0,False
530,fixed_distance,217.0,True
531,cpa_out,247.0,True
532,cpa_out,243.0,False
533,cpa_out,164.0,False
534,cpa_out,194.0,False
535,cpa_in,209.0,False
536,cpa_in,210.0,True
537,cpa_in,67.0,True
538,cpa_in,127.0,False
539,cpa_out,140.0,True
540,cpa_in,168.0,True
541,cpa_in,144.0,True
542,cpa_out,73.0,False
543,cpa_in,148.0,False
544,fixed_distance,239.0,True
545,cpa_out,196.0,True
546,cpa_in,204.0,False
547,cpa_in,65.0,True
548,cpa_out,137.0,True
549,fixed_distance,215.0,True
550,cpa_in,231.0,False
551,cpa_out,184.0,False
552,cpa_in,143.0,False
553,cpa_in,149.0,False
554,cpa_out,223.0,True
555,cpa_out,211.0,True
556,fixed_distance,134.0,False
557,cpa_in,148.0,True
558,cpa_out,218.0,False
559,fixed_distance,135.0,False
560,cpa_in,86.0,True
561,cpa_out,217.0,False
562,cpa_out,83.0,False
563,cpa_in,71.0,False
564,cpa_in,214.0,False
565,cpa_out,221.0,False
566,cpa_out,239.0,False
567,cpa_out,73.0,False
568,cpa_in,180.0,True
569,fixed_distance,129.0,False
570,cpa_in,137.0,True
571,fixed_distance,85.0,True
572,cpa_out,75.0,False
573,cpa_out,239.0,True
574,cpa_out,136.0,True
575,fixed_distance,146.0,True
576,cpa_out,227.0,False
577,cpa_out,92.0,True
578,cpa_in,155.0,False
579,cpa_in,110.0,False
580,cpa_out,242.0,False
581,cpa_out,109.0,True
582,cpa_in,250.0,False
583,cpa_in,99.0,False
584,cpa_in,196.0,True
585,cpa_in,122.0,False
586,fixed_distance,157.0,False
587,fixed_distance,204.0,False
588,cpa_out,63.0,True
589,cpa_out,145.0,False
590,cpa_out,232.0,False
591,fixed_distance,122.0,False
592,cpa_in,119.0,False
593,cpa_in,87.0,True
594,cpa_in,106.0,False
595,cpa_in,56.0,True
596,cpa_in,178.0,True
597,cpa_in,70.0,True
598,fixed_distance,131.0,False
599,cpa_in,216.0,False
600,fixed_distance,85.0,True
601,cpa_out,170.0,False
602,cpa_out,244.0,True
603,fixed_distance,207.0,False
604,cpa_in,54.0,True
605,cpa_out,88.0,False
606,cpa_out,205.0,True
607,cpa_in,248.0,True
608,fixed_distance,81.0,True
609,cpa_out,213.0,True
610,cpa_in,78.0,False
611,cpa_out,54.0,False
612,cpa_out,111.0,True
613,fixed_distance,159.0,False
614,cpa_out,111.0,True
615,cpa_out,220.0,True
616,fixed_distance,142.0,False
617,cpa_out,189.0,False
618,cpa_out,179.0,True
619,fixed_distance,170.0,False
620,cpa_in,145.0,False
621,fixed_distance,141.0,True
622,cpa_out,237.0,False
623,cpa_out,247.0,False
624,fixed_distance,135.0,True
625,cpa_in,189.0,False
626,cpa_out,94.0,True
627,cpa_in,228.0,False
628,fixed_distance,84.0,False
629,fixed_distance,167.0,True
630,fixed_distance,61.0,False
631,cpa_in,130.0,False
632,cpa_in,189.0,True
633,cpa_out,242.0,True
634,fixed_distance,141.0,False
635,cpa_in,134.0,True
636,cpa_in,144.0,False
637,cpa_in,240.0,False
638,cpa_in,148.0,False
639,cpa_out,177.0,True
640,cpa_in,182.0,False
641,cpa_in,236.0,True
642,fixed_distance,204.0,False
643,fixed_distance,132.0,True
644,cpa_in,219.0,True
645,cpa_out,204.0,True
646,cpa_in,226.0,True
647,cpa_out,60.0,False
648,cpa_out,140.0,False
649,cpa_out,120.0,False
650,fixed_distance,64.0,False
651,cpa_in,153.0,False
652,cpa_out,241.0,True
653,fixed_distance,57.0,False
654,cpa_in,223.0,True
655,fixed_distance,67.0,False
656,cpa_in,143.0,True
657,fixed_distance,195.0,False
658,cpa_in,223.0,False
659,cpa_in,145.0,False
660,fixed_distance,196.0,False
661,cpa_in,151.0,False
662,fixed_distance,113.0,True
663,cpa_in,97.0,False
664,fixed_distance,193.0,True
665,cpa_out,116.0,True
666,cpa_in,206.0,False
667,fixed_distance,175.0,True
668,cpa_in,68.0,True
669,cpa_in,232.0,False
670,cpa_in,224.0,False
671,fixed_distance,231.0,False
672,cpa_in,124.0,False
673,cpa_out,232.0,False
674,fixed_distance,213.0,False
675,fixed_distance,180.0,True
676,fixed_distance,101.0,True
677,fixed_distance,176.0,True
678,cpa_in,196.0,True
679,fixed_distance,191.0,False
680,fixed_distance,72.0,True
681,cpa_out,233.0,True
682,cpa_in,155.0,False
683,fixed_distance,68.0,False
684,fixed_distance,214.0,True
685,cpa_out,224.0,True
686,cpa_out,249.0,False
687,fixed_distance,96.0,True
688,fixed_distance,64.0,False
689,fixed_distance,127.0,True
690,fixed_distance,231.0,True
691,cpa_in,182.0,False
692,fixed_distance,114.0,False
693,cpa_in,191.0,True
694,cpa_out,127.0,False
695,cpa_out,178.0,True
696,fixed_distance,198.0,True
697,cpa_out,209.0,False
698,cpa_out,136.0,True
699,fixed_distance,57.0,True
700,cpa_out,214.0,True
701,cpa_out,103.0,True
702,fixed_distance,213.0,True
703,cpa_out,210.0,True
704,cpa_in,127.0,True
705,cpa_in,225.0,True
706,cpa_out,68.0,True
707,cpa_in,162.0,True
708,cpa_in,102.0,False
709,cpa_out,130.0,True
710,cpa_in,138.0,True
711,cpa_out,144.0,False
712,fixed_distance,131.0,True
713,cpa_in,118.0,True
714,fixed_distance,74.0,True
715,cpa_out,148.0,True
716,cpa_in,90.0,False
717,cpa_in,234.0,True
718,cpa_in,90.0,False
719,cpa_in,169.0,False
720,fixed_distance,177.0,True
721,cpa_out,150.0,True
722,fixed_distance,111.0,False
723,fixed_distance,62.0,True
724,cpa_out,202.0,False
725,cpa_out,123.0,True
726,cpa_in,77.0,True
727,cpa_out,117.0,True
728,cpa_in,153.0,True
729,cpa_out,63.0,False
730,cpa_out,142.0,True
731,cpa_out,148.0,True
732,cpa_in,190.0,False
733,cpa_out,209.0,False
734,fixed_distance,82.0,True
735,cpa_out,136.0,False
736,fixed_distance,243.0,True
737,cpa_in,180.0,False
738,fixed_distance,61.0,True
739,cpa_in,135.0,False
740,cpa_out,88.0,False
741,cpa_in,85.0,False
742,fixed_distance,131.0,True
743,cpa_out,207.0,False
744,cpa_in,201.0,False
745,cpa_out,180.0,True
746,cpa_in,194.0,True
747,cpa_in,54.0,True
748,cpa_in,78.0,False
749,cpa_out,235.0,False
750,cpa_in,202.0,True
751,cpa_out,217.0,False
752,fixed_distance,234.0,False
753,cpa_out,93.0,False
754,cpa_in,208.0,True
755,fixed_distance,224.0,True
756,fixed_distance,229.0,True
757,cpa_in,162.0,True
758,cpa_out,155.0,True
759,cpa_out,178.0,False
760,cpa_out,238.0,True
761,cpa_out,85.0,True
762,cpa_out,133.0,True
763,cpa_in,146.0,False
764,cpa_out,167.0,True
765,cpa_out,140.0,False
766,cpa_out,234.0,False
767,cpa_in,227.0,False
768,fixed_distance,99.0,True
769,fixed_distance,126.0,False
770,cpa_in,126.0,False
771,cpa_out,226.0,True
772,cpa_in,172.0,False
773,cpa_in,234.0,True
774,cpa_out,196.0,False
775,cpa_in,151.0,False
776,cpa_in,87.0,True
777,fixed_distance,232.0,True
778,cpa_out,163.0,True
779,fixed_distance,172.0,True
780,cpa_in,187.0,False
781,cpa_in,228.0,True
782,cpa_out,207.0,False
783,fixed_distance,112.0,False
784,fixed_distance,185.0,False
785,fixed_distance,63.0,True
786,cpa_in,233.0,True
787,fixed_distance,247.0,True
788,fixed_distance,190.0,True
789,cpa_in,171.0,False
790,cpa_in,243.0,True
791,fixed_distance,215.0,False
792,cpa_out,72.0,False
793,cpa_out,186.0,False
794,fixed_distance,59.0,True
795,fixed_distance,95.0,False
796,cpa_in,151.0,True
797,cpa_in,241.0,False
798,cpa_in,52.0,False
799,cpa_in,77.0,True
800,cpa_out,214.0,False
801,cpa_out,84.0,True
802,fixed_distance,99.0,True
803,cpa_in,237.0,False
804,fixed_distance,233.0,True
805,cpa_in,136.0,False
806,fixed_distance,243.0,True
807,cpa_in,213.0,False
808,cpa_in,181.0,True
809,fixed_distance,221.0,True
810,cpa_in,85.0,True
811,fixed_distance,113.0,True
812,cpa_in,110.0,False
813,cpa_in,134.0,False
814,fixed_distance,196.0,True
815,cpa_out,142.0,True
816,fixed_distance,220.0,True
817,cpa_in,90.0,False
818,cpa_in,230.0,False
819,cpa_in,213.0,True
820,fixed_distance,106.0,False
821,fixed_distance,172.0,True
822,cpa_in,205.0,True
823,cpa_in,190.0,False
824,fixed_distance,220.0,False
825,cpa_out,224.0,False
826,cpa_out,70.0,True
827,cpa_in,230.0,True
828,fixed_distance,194.0,True
829,cpa_out,190.0,True
830,fixed_distance,187.0,True
831,cpa_in,183.0,True
832,cpa_out,102.0,False
833,cpa_out,73.0,True
834,cpa_in,64.0,True
835,cpa_in,156.0,False
836,cpa_in,193.0,False
837,cpa_out,128.0,True
838,fixed_distance,115.0,False
839,fixed_distance,198.0,True
840,cpa_out,138.0,True
841,fixed_distance,65.0,False
842,fixed_distance,170.0,True
843,fixed_distance,96.0,False
844,cpa_out,236.0,False
845,cpa_in,145.0,True
846,cpa_in,146.0,True
847,cpa_out,219.0,True
848,fixed_distance,139.0,True
849,cpa_in,187.0,False
850,fixed_distance,236.0,False
851,fixed_distance,243.0,False
852,cpa_out,168.0,False
853,cpa_out,158.0,True
854,fixed_distance,108.0,True
855,cpa_in,89.0,True
856,fixed_distance,235.0,True
857,cpa_in,219.0,False
858,fixed_distance,54.0,True
859,cpa_out,75.0,True
860,cpa_out,203.0,False
861,fixed_distance,62.0,False
862,cpa_in,152.0,True
863,fixed_distance,105.0,True
864,fixed_distance,124.0,False
865,cpa_out,237.0,True
866,cpa_out,203.0,False
867,cpa_in,110.0,False
868,cpa_out,219.0,True
869,cpa_in,126.0,True
870,cpa_out,201.0,False
871,cpa_out,210.0,True
872,fixed_distance,176.0,False
873,cpa_out,214.0,True
874,cpa_in,184.0,False
875,fixed_distance,154.0,True
876,cpa_out,97.0,True
877,cpa_in,107.0,False
878,cpa_in,86.0,False
879,cpa_in,193.0,False
880,cpa_out,192.0,True
881,cpa_in,112.0,True
882,fixed_distance,215.0,False
883,fixed_distance,144.0,False
884,fixed_distance,98.0,True
885,cpa_out,222.0,False
886,fixed_distance,68.0,False
887,cpa_out,200.0,False
888,cpa_in,105.0,True
889,cpa_in,135.0,False
890,fixed_distance,53.0,False
891,fixed_distance,239.0,False
892,cpa_in,243.0,False
893,cpa_out,228.0,False
894,fixed_distance,151.0,False
895,cpa_in,248.0,True
896,cpa_out,186.0,True
897,cpa_in,116.0,False
898,cpa_in,177.0,True
899,cpa_in,234.0,False
900,fixed_distance,131.0,True
901,fixed_distance,155.0,False
902,cpa_out,106.0,True
903,cpa_out,116.0,False
904,cpa_out,198.0,True
905,fixed_distance,89.0,True
906,cpa_out,147.0,False
907,cpa_out,177.0,False
908,cpa_in,225.0,True
909,cpa_out,175.0,False
910,cpa_in,175.0,True
911,fixed_distance,140.0,True
912,cpa_in,189.0,True
913,cpa_out,188.0,False
914,fixed_distance,184.0,False
915,cpa_out,69.0,True
916,cpa_in,51.0,True
917,fixed_distance,211.0,True
918,fixed_distance,88.0,True
919,cpa_in,166.0,True
920,cpa_out,213.0,False
921,cpa_out,173.0,True
922,cpa_out,51.0,False
923,fixed_distance,53.0,False
924,cpa_out,120.0,False
925,cpa_out,54.0,False
926,cpa_in,222.0,False
927,fixed_distance,95.0,False
928,fixed_distance,184.0,True
929,cpa_out,208.0,True
930,cpa_in,140.0,False
931,cpa_in,70.0,False
932,cpa_out,167.0,True
933,fixed_distance,228.0,True
934,cpa_out,70.0,False
935,fixed_distance,216.0,True
936,cpa_in,147.0,False
937,cpa_out,64.0,True
938,fixed_distance,93.0,True
939,cpa_out,161.0,False
940,fixed_distance,194.0,False
941,fixed_distance,60.0,True
942,cpa_out,227.0,True
943,fixed_distance,61.0,False
944,cpa_out,121.0,False
945,fixed_distance,58.0,False
946,fixed_distance,130.0,False
947,fixed_distance,200.0,False
948,cpa_in,232.0,False
949,fixed_distance,126.0,False
950,cpa_in,195.0,False
951,cpa_in,188.0,True
952,fixed_distance,239.0,False
953,cpa_out,226.0,True
954,cpa_in,240.0,True
955,fixed_distance,161.0,False
956,cpa_out,137.0,False
957,cpa_in,202.0,False
958,fixed_distance,133.0,False
959,cpa_in,250.0,True
960,cpa_out,141.0,False
961,fixed_distance,160.0,False
962,cpa_in,219.0,True
963,cpa_in,208.0,False
964,fixed_distance,232.0,True
965,cpa_in,89.0,False
966,fixed_distance,212.0,False
967,cpa_in,131.0,True
968,cpa_in,51.0,True
969,cpa_in,244.0,True
970,fixed_distance,72.0,True
971,cpa_out,192.0,False
